timestamp,region,hour,day_of_week,month,population_served,temperature_C,humidity,solar_input_kW,holiday_flag,load_kWh
2024-01-02 16:00:00,Mogadishu,16,1,1,181932,31.6,44.0,2.32,0,5.91
2024-01-02 17:00:00,Mogadishu,17,1,1,181932,32.0,47.8,2.73,0,5.0
2024-01-02 18:00:00,Mogadishu,18,1,1,181932,32.0,67.5,3.07,0,6.93
2024-01-02 19:00:00,Mogadishu,19,1,1,181932,32.7,57.1,0.0,0,5.1
2024-01-02 20:00:00,Mogadishu,20,1,1,181932,27.9,62.4,0.0,0,5.0
2024-01-02 21:00:00,Mogadishu,21,1,1,181932,30.8,65.0,0.0,0,5.67
2024-01-02 22:00:00,Mogadishu,22,1,1,181932,29.0,46.5,0.0,0,6.31
2024-01-02 23:00:00,Mogadishu,23,1,1,181932,31.7,52.1,0.0,0,6.49
2024-01-03 00:00:00,Mogadishu,0,2,1,181932,32.6,72.9,0.0,0,6.02
2024-01-03 01:00:00,Mogadishu,1,2,1,181932,30.1,53.6,0.0,0,5.0
2024-01-03 02:00:00,Mogadishu,2,2,1,181932,30.9,54.8,0.0,0,5.0
2024-01-03 03:00:00,Mogadishu,3,2,1,181932,30.4,68.4,0.0,0,5.0
2024-01-03 04:00:00,Mogadishu,4,2,1,181932,28.1,66.0,0.0,0,6.16
2024-01-03 05:00:00,Mogadishu,5,2,1,181932,38.2,41.8,0.0,0,6.06
2024-01-03 06:00:00,Mogadishu,6,2,1,181932,31.3,55.6,3.91,0,5.0
2024-01-03 07:00:00,Mogadishu,7,2,1,181932,25.7,46.5,4.36,0,5.9
2024-01-03 08:00:00,Mogadishu,8,2,1,181932,29.6,60.0,5.78,0,5.0
2024-01-03 09:00:00,Mogadishu,9,2,1,181932,30.5,56.9,3.61,0,5.0
2024-01-03 10:00:00,Mogadishu,10,2,1,181932,32.0,35.6,3.34,0,5.0
2024-01-03 11:00:00,Mogadishu,11,2,1,181932,30.0,50.2,2.39,0,5.0
2024-01-03 12:00:00,Mogadishu,12,2,1,181932,24.7,52.3,4.1,0,5.0
2024-01-03 13:00:00,Mogadishu,13,2,1,181932,32.1,44.2,1.69,0,5.0
2024-01-03 14:00:00,Mogadishu,14,2,1,181932,27.9,43.2,3.45,0,6.58
2024-01-03 15:00:00,Mogadishu,15,2,1,181932,28.8,38.1,3.66,0,5.0
2024-01-03 16:00:00,Mogadishu,16,2,1,181932,27.5,59.9,2.83,0,5.0
2024-01-03 17:00:00,Mogadishu,17,2,1,181932,30.7,50.9,4.89,0,5.0
2024-01-03 18:00:00,Mogadishu,18,2,1,181932,28.2,50.4,2.59,0,6.56
2024-01-03 19:00:00,Mogadishu,19,2,1,181932,25.5,59.3,0.0,0,6.05
2024-01-03 20:00:00,Mogadishu,20,2,1,181932,32.4,54.5,0.0,0,6.89
2024-01-03 21:00:00,Mogadishu,21,2,1,181932,29.5,59.4,0.0,0,7.07
2024-01-03 22:00:00,Mogadishu,22,2,1,181932,28.7,53.9,0.0,0,5.13
2024-01-03 23:00:00,Mogadishu,23,2,1,181932,34.5,50.7,0.0,0,5.0
2024-01-04 00:00:00,Mogadishu,0,3,1,181932,29.1,53.6,0.0,0,5.0
2024-01-04 01:00:00,Mogadishu,1,3,1,181932,29.6,56.6,0.0,0,5.45
2024-01-04 02:00:00,Mogadishu,2,3,1,181932,32.6,51.8,0.0,0,5.32
2024-01-04 03:00:00,Mogadishu,3,3,1,181932,31.2,77.4,0.0,0,5.0
2024-01-04 04:00:00,Mogadishu,4,3,1,181932,35.3,43.2,0.0,0,5.66
2024-01-04 05:00:00,Mogadishu,5,3,1,181932,29.6,46.8,0.0,0,6.19
2024-01-04 06:00:00,Mogadishu,6,3,1,181932,32.0,50.2,0.91,0,5.0
2024-01-04 07:00:00,Mogadishu,7,3,1,181932,30.8,55.0,3.76,0,6.61
2024-01-04 08:00:00,Mogadishu,8,3,1,181932,31.5,60.7,3.15,0,6.01
2024-01-04 09:00:00,Mogadishu,9,3,1,181932,31.8,62.5,4.81,0,5.0
2024-01-04 10:00:00,Mogadishu,10,3,1,181932,29.8,59.5,4.14,0,5.26
2024-01-04 11:00:00,Mogadishu,11,3,1,181932,33.1,48.3,2.13,0,5.0
2024-01-04 12:00:00,Mogadishu,12,3,1,181932,27.3,56.1,2.57,0,6.25
2024-01-04 13:00:00,Mogadishu,13,3,1,181932,27.3,70.5,2.02,0,5.0
2024-01-04 14:00:00,Mogadishu,14,3,1,181932,28.4,74.5,2.96,0,5.52
2024-01-04 15:00:00,Mogadishu,15,3,1,181932,30.0,54.1,2.49,0,5.14
2024-01-04 16:00:00,Mogadishu,16,3,1,181932,31.7,71.8,1.13,0,6.78
2024-01-04 17:00:00,Mogadishu,17,3,1,181932,31.8,51.3,2.45,0,6.02
2024-01-04 18:00:00,Mogadishu,18,3,1,181932,31.1,39.7,3.36,0,6.87
2024-01-04 19:00:00,Mogadishu,19,3,1,181932,32.6,48.7,0.0,0,5.19
2024-01-04 20:00:00,Mogadishu,20,3,1,181932,29.7,87.5,0.0,0,5.06
2024-01-04 21:00:00,Mogadishu,21,3,1,181932,28.4,58.9,0.0,0,5.46
2024-01-04 22:00:00,Mogadishu,22,3,1,181932,30.0,75.2,0.0,0,5.0
2024-01-04 23:00:00,Mogadishu,23,3,1,181932,30.5,57.0,0.0,0,5.0
2024-01-05 00:00:00,Mogadishu,0,4,1,181932,26.9,57.7,0.0,0,7.26
2024-01-05 01:00:00,Mogadishu,1,4,1,181932,31.5,55.9,0.0,0,5.6
2024-01-05 02:00:00,Mogadishu,2,4,1,181932,29.9,66.8,0.0,0,5.09
2024-01-05 03:00:00,Mogadishu,3,4,1,181932,27.1,39.2,0.0,0,5.67
2024-01-05 04:00:00,Mogadishu,4,4,1,181932,33.1,57.4,0.0,0,5.2
2024-01-05 05:00:00,Mogadishu,5,4,1,181932,31.6,56.9,0.0,0,6.27
2024-01-05 06:00:00,Mogadishu,6,4,1,181932,33.8,45.5,0.66,0,5.04
2024-01-05 07:00:00,Mogadishu,7,4,1,181932,27.9,63.3,2.28,0,5.0
2024-01-05 08:00:00,Mogadishu,8,4,1,181932,29.1,40.1,4.59,0,5.16
2024-01-05 09:00:00,Mogadishu,9,4,1,181932,32.1,60.4,3.84,0,5.84
2024-01-05 10:00:00,Mogadishu,10,4,1,181932,29.1,40.8,2.15,0,5.13
2024-01-05 11:00:00,Mogadishu,11,4,1,181932,24.1,66.4,1.1,0,6.0
2024-01-05 12:00:00,Mogadishu,12,4,1,181932,30.1,57.9,2.53,0,5.29
2024-01-05 13:00:00,Mogadishu,13,4,1,181932,29.3,49.4,2.1,0,6.57
2024-01-05 14:00:00,Mogadishu,14,4,1,181932,31.4,57.1,2.12,0,5.0
2024-01-05 15:00:00,Mogadishu,15,4,1,181932,28.0,50.1,1.79,0,6.7
2024-01-05 16:00:00,Mogadishu,16,4,1,181932,28.6,46.2,1.67,0,5.0
2024-01-05 17:00:00,Mogadishu,17,4,1,181932,29.3,54.5,2.35,0,5.0
2024-01-05 18:00:00,Mogadishu,18,4,1,181932,26.7,61.8,2.88,0,6.59
2024-01-05 19:00:00,Mogadishu,19,4,1,181932,32.4,56.5,0.0,0,5.29
2024-01-05 20:00:00,Mogadishu,20,4,1,181932,31.0,69.0,0.0,0,6.03
2024-01-05 21:00:00,Mogadishu,21,4,1,181932,31.3,54.9,0.0,0,6.77
2024-01-05 22:00:00,Mogadishu,22,4,1,181932,28.8,66.5,0.0,0,5.23
2024-01-05 23:00:00,Mogadishu,23,4,1,181932,28.8,56.1,0.0,0,5.88
2024-01-06 00:00:00,Mogadishu,0,5,1,181932,35.3,58.2,0.0,0,5.63
2024-01-06 01:00:00,Mogadishu,1,5,1,181932,34.5,61.0,0.0,0,5.0
2024-01-06 02:00:00,Mogadishu,2,5,1,181932,33.9,47.6,0.0,0,5.0
2024-01-06 03:00:00,Mogadishu,3,5,1,181932,28.4,45.6,0.0,0,5.88
2024-01-06 04:00:00,Mogadishu,4,5,1,181932,29.9,20.2,0.0,0,5.31
2024-01-06 05:00:00,Mogadishu,5,5,1,181932,29.2,63.9,0.0,0,5.05
2024-01-06 06:00:00,Mogadishu,6,5,1,181932,36.8,69.0,2.61,0,6.0
2024-01-06 07:00:00,Mogadishu,7,5,1,181932,31.8,57.3,3.8,0,5.0
2024-01-06 08:00:00,Mogadishu,8,5,1,181932,31.1,63.2,5.05,0,5.0
2024-01-06 09:00:00,Mogadishu,9,5,1,181932,29.4,34.7,4.96,0,5.0
2024-01-06 10:00:00,Mogadishu,10,5,1,181932,31.8,74.1,3.23,0,5.0
2024-01-06 11:00:00,Mogadishu,11,5,1,181932,34.0,59.6,3.59,0,5.0
2024-01-06 12:00:00,Mogadishu,12,5,1,181932,33.5,58.8,1.63,0,5.63
2024-01-06 13:00:00,Mogadishu,13,5,1,181932,25.3,78.4,1.9,0,6.75
2024-01-06 14:00:00,Mogadishu,14,5,1,181932,28.5,60.6,2.09,0,6.1
2024-01-06 15:00:00,Mogadishu,15,5,1,181932,29.9,59.7,3.02,0,5.0
2024-01-06 16:00:00,Mogadishu,16,5,1,181932,31.8,50.0,4.05,0,5.0
2024-01-06 17:00:00,Mogadishu,17,5,1,181932,30.3,71.8,5.38,0,5.28
2024-01-06 18:00:00,Mogadishu,18,5,1,181932,29.8,51.3,2.18,0,5.5
2024-01-06 19:00:00,Mogadishu,19,5,1,181932,29.8,74.6,0.0,0,6.28
2024-01-06 20:00:00,Mogadishu,20,5,1,181932,27.4,55.4,0.0,0,6.67
2024-01-06 21:00:00,Mogadishu,21,5,1,181932,30.6,63.0,0.0,0,5.6
2024-01-06 22:00:00,Mogadishu,22,5,1,181932,32.4,47.2,0.0,0,7.12
2024-01-06 23:00:00,Mogadishu,23,5,1,181932,31.1,59.0,0.0,0,5.0
2024-01-07 00:00:00,Mogadishu,0,6,1,181932,31.7,61.5,0.0,0,5.0
2024-01-07 01:00:00,Mogadishu,1,6,1,181932,26.4,57.9,0.0,0,5.17
2024-01-07 02:00:00,Mogadishu,2,6,1,181932,31.1,42.1,0.0,0,5.0
2024-01-07 03:00:00,Mogadishu,3,6,1,181932,31.0,51.5,0.0,0,5.0
2024-01-07 04:00:00,Mogadishu,4,6,1,181932,33.9,41.9,0.0,0,7.82
2024-01-07 05:00:00,Mogadishu,5,6,1,181932,28.9,59.0,0.0,0,7.07
2024-01-07 06:00:00,Mogadishu,6,6,1,181932,34.2,74.9,1.48,0,5.0
2024-01-07 07:00:00,Mogadishu,7,6,1,181932,31.1,63.4,2.99,0,5.0
2024-01-07 08:00:00,Mogadishu,8,6,1,181932,31.7,53.1,2.79,0,5.0
2024-01-07 09:00:00,Mogadishu,9,6,1,181932,32.5,56.5,4.8,0,5.0
2024-01-07 10:00:00,Mogadishu,10,6,1,181932,31.9,63.3,1.25,0,7.67
2024-01-07 11:00:00,Mogadishu,11,6,1,181932,29.4,59.9,3.64,0,5.0
2024-01-07 12:00:00,Mogadishu,12,6,1,181932,35.1,57.7,2.79,0,5.07
2024-01-07 13:00:00,Mogadishu,13,6,1,181932,32.4,55.1,3.88,0,5.0
2024-01-07 14:00:00,Mogadishu,14,6,1,181932,28.6,33.6,5.0,0,6.47
2024-01-07 15:00:00,Mogadishu,15,6,1,181932,32.1,44.9,5.39,0,5.0
2024-01-07 16:00:00,Mogadishu,16,6,1,181932,30.0,56.6,3.45,0,5.51
2024-01-07 17:00:00,Mogadishu,17,6,1,181932,32.2,53.6,3.67,0,5.0
2024-01-07 18:00:00,Mogadishu,18,6,1,181932,31.9,60.0,3.76,0,6.32
2024-01-07 19:00:00,Mogadishu,19,6,1,181932,29.4,59.6,0.0,0,7.06
2024-01-07 20:00:00,Mogadishu,20,6,1,181932,27.3,52.3,0.0,0,7.06
2024-01-07 21:00:00,Mogadishu,21,6,1,181932,34.8,63.2,0.0,0,7.07
2024-01-07 22:00:00,Mogadishu,22,6,1,181932,29.5,57.5,0.0,0,6.29
2024-01-07 23:00:00,Mogadishu,23,6,1,181932,24.7,70.1,0.0,0,5.0
2024-01-08 00:00:00,Mogadishu,0,0,1,181932,33.0,61.9,0.0,0,5.0
2024-01-08 01:00:00,Mogadishu,1,0,1,181932,24.8,69.3,0.0,0,6.75
2024-01-08 02:00:00,Mogadishu,2,0,1,181932,28.3,46.2,0.0,0,6.05
2024-01-08 03:00:00,Mogadishu,3,0,1,181932,30.5,65.5,0.0,0,5.98
2024-01-08 04:00:00,Mogadishu,4,0,1,181932,34.5,64.7,0.0,0,6.12
2024-01-08 05:00:00,Mogadishu,5,0,1,181932,29.6,50.7,0.0,0,5.51
2024-01-08 06:00:00,Mogadishu,6,0,1,181932,35.1,50.9,3.26,0,5.0
2024-01-08 07:00:00,Mogadishu,7,0,1,181932,32.2,77.6,2.07,0,8.02
2024-01-08 08:00:00,Mogadishu,8,0,1,181932,31.0,29.3,2.61,0,6.27
2024-01-08 09:00:00,Mogadishu,9,0,1,181932,35.5,62.2,4.57,0,5.0
2024-01-08 10:00:00,Mogadishu,10,0,1,181932,28.8,38.2,2.39,0,5.83
2024-01-08 11:00:00,Mogadishu,11,0,1,181932,31.0,63.7,2.06,0,5.0
2024-01-08 12:00:00,Mogadishu,12,0,1,181932,31.0,49.0,4.3,0,5.0
2024-01-08 13:00:00,Mogadishu,13,0,1,181932,29.3,59.2,2.61,0,5.0
2024-01-08 14:00:00,Mogadishu,14,0,1,181932,27.7,60.4,1.64,0,6.56
2024-01-08 15:00:00,Mogadishu,15,0,1,181932,28.8,61.2,2.37,0,5.0
2024-01-08 16:00:00,Mogadishu,16,0,1,181932,31.1,65.5,2.75,0,5.0
2024-01-08 17:00:00,Mogadishu,17,0,1,181932,32.5,63.4,2.96,0,5.0
2024-01-08 18:00:00,Mogadishu,18,0,1,181932,30.7,53.1,3.31,0,5.0
2024-01-08 19:00:00,Mogadishu,19,0,1,181932,31.2,47.8,0.0,0,7.26
2024-01-08 20:00:00,Mogadishu,20,0,1,181932,28.8,48.4,0.0,0,6.89
2024-01-08 21:00:00,Mogadishu,21,0,1,181932,30.5,77.8,0.0,0,5.0
2024-01-08 22:00:00,Mogadishu,22,0,1,181932,30.8,66.3,0.0,0,5.01
2024-01-08 23:00:00,Mogadishu,23,0,1,181932,28.2,46.3,0.0,0,5.0
2024-01-09 00:00:00,Mogadishu,0,1,1,181932,33.9,51.7,0.0,0,5.07
2024-01-09 01:00:00,Mogadishu,1,1,1,181932,25.2,40.7,0.0,0,6.97
2024-01-09 02:00:00,Mogadishu,2,1,1,181932,31.3,66.7,0.0,0,6.47
2024-01-09 03:00:00,Mogadishu,3,1,1,181932,28.0,79.3,0.0,0,7.36
2024-01-09 04:00:00,Mogadishu,4,1,1,181932,29.1,19.3,0.0,0,5.24
2024-01-09 05:00:00,Mogadishu,5,1,1,181932,31.1,49.3,0.0,0,5.33
2024-01-09 06:00:00,Mogadishu,6,1,1,181932,28.4,64.2,3.06,0,5.89
2024-01-09 07:00:00,Mogadishu,7,1,1,181932,33.6,33.3,2.23,0,5.0
2024-01-09 08:00:00,Mogadishu,8,1,1,181932,36.9,56.5,3.81,0,5.0
2024-01-09 09:00:00,Mogadishu,9,1,1,181932,30.9,64.8,3.86,0,5.4
2024-01-09 10:00:00,Mogadishu,10,1,1,181932,30.5,55.6,1.31,0,5.0
2024-01-09 11:00:00,Mogadishu,11,1,1,181932,31.1,47.8,3.69,0,5.28
2024-01-09 12:00:00,Mogadishu,12,1,1,181932,33.9,64.6,3.23,0,5.57
2024-01-09 13:00:00,Mogadishu,13,1,1,181932,33.0,49.9,2.67,0,5.0
2024-01-09 14:00:00,Mogadishu,14,1,1,181932,29.3,65.2,2.37,0,6.27
2024-01-09 15:00:00,Mogadishu,15,1,1,181932,29.6,59.7,3.17,0,5.0
2024-01-09 16:00:00,Mogadishu,16,1,1,181932,30.4,58.3,2.94,0,5.0
2024-01-09 17:00:00,Mogadishu,17,1,1,181932,34.8,55.9,2.21,0,6.54
2024-01-09 18:00:00,Mogadishu,18,1,1,181932,32.0,43.0,1.96,0,5.86
2024-01-09 19:00:00,Mogadishu,19,1,1,181932,31.2,61.2,0.0,0,7.3
2024-01-09 20:00:00,Mogadishu,20,1,1,181932,31.8,68.5,0.0,0,6.54
2024-01-09 21:00:00,Mogadishu,21,1,1,181932,28.6,55.0,0.0,0,5.51
2024-01-09 22:00:00,Mogadishu,22,1,1,181932,24.1,49.4,0.0,0,5.94
2024-01-09 23:00:00,Mogadishu,23,1,1,181932,29.4,48.5,0.0,0,6.39
2024-01-10 00:00:00,Mogadishu,0,2,1,181932,28.2,62.1,0.0,0,5.0
2024-01-10 01:00:00,Mogadishu,1,2,1,181932,37.4,52.8,0.0,0,5.12
2024-01-10 02:00:00,Mogadishu,2,2,1,181932,33.4,50.8,0.0,0,6.81
2024-01-10 03:00:00,Mogadishu,3,2,1,181932,31.4,53.8,0.0,0,5.32
2024-01-10 04:00:00,Mogadishu,4,2,1,181932,33.5,57.3,0.0,0,5.88
2024-01-10 05:00:00,Mogadishu,5,2,1,181932,31.9,56.3,0.0,0,5.99
2024-01-10 06:00:00,Mogadishu,6,2,1,181932,30.2,54.5,1.88,0,5.47
2024-01-10 07:00:00,Mogadishu,7,2,1,181932,26.2,57.8,2.72,0,5.46
2024-01-10 08:00:00,Mogadishu,8,2,1,181932,27.9,33.8,2.65,0,5.0
2024-01-10 09:00:00,Mogadishu,9,2,1,181932,26.0,62.7,4.6,0,5.0
2024-01-10 10:00:00,Mogadishu,10,2,1,181932,30.3,51.9,2.34,0,5.72
2024-01-10 11:00:00,Mogadishu,11,2,1,181932,33.0,46.3,3.04,0,6.11
2024-01-10 12:00:00,Mogadishu,12,2,1,181932,32.2,63.4,4.37,0,5.95
2024-01-10 13:00:00,Mogadishu,13,2,1,181932,33.1,56.4,2.62,0,5.11
2024-01-10 14:00:00,Mogadishu,14,2,1,181932,29.2,35.5,2.72,0,5.39
2024-01-10 15:00:00,Mogadishu,15,2,1,181932,29.0,53.1,2.85,0,6.28
2024-01-10 16:00:00,Mogadishu,16,2,1,181932,29.6,68.6,0.29,0,6.73
2024-01-10 17:00:00,Mogadishu,17,2,1,181932,33.7,64.0,0.99,0,6.23
2024-01-10 18:00:00,Mogadishu,18,2,1,181932,30.4,29.7,4.3,0,6.98
2024-01-10 19:00:00,Mogadishu,19,2,1,181932,25.7,56.8,0.0,0,7.8
2024-01-10 20:00:00,Mogadishu,20,2,1,181932,33.6,63.4,0.0,0,5.0
2024-01-10 21:00:00,Mogadishu,21,2,1,181932,32.3,52.8,0.0,0,6.41
2024-01-10 22:00:00,Mogadishu,22,2,1,181932,31.1,54.8,0.0,0,6.11
2024-01-10 23:00:00,Mogadishu,23,2,1,181932,30.1,54.8,0.0,0,5.04
2024-01-11 00:00:00,Mogadishu,0,3,1,181932,26.5,60.7,0.0,0,5.0
2024-01-11 01:00:00,Mogadishu,1,3,1,181932,30.0,57.9,0.0,0,5.0
2024-01-11 02:00:00,Mogadishu,2,3,1,181932,25.8,52.0,0.0,0,6.04
2024-01-11 03:00:00,Mogadishu,3,3,1,181932,32.4,39.1,0.0,0,6.09
2024-01-11 04:00:00,Mogadishu,4,3,1,181932,29.9,46.2,0.0,0,5.0
2024-01-11 05:00:00,Mogadishu,5,3,1,181932,32.5,57.7,0.0,0,5.55
2024-01-11 06:00:00,Mogadishu,6,3,1,181932,31.1,64.3,2.9,0,5.05
2024-01-11 07:00:00,Mogadishu,7,3,1,181932,33.3,51.7,3.62,0,5.0
2024-01-11 08:00:00,Mogadishu,8,3,1,181932,29.5,54.0,3.52,0,6.01
2024-01-11 09:00:00,Mogadishu,9,3,1,181932,30.7,40.0,3.63,0,7.11
2024-01-11 10:00:00,Mogadishu,10,3,1,181932,30.8,37.9,3.17,0,5.0
2024-01-11 11:00:00,Mogadishu,11,3,1,181932,30.3,64.5,4.38,0,5.37
2024-01-11 12:00:00,Mogadishu,12,3,1,181932,30.2,66.3,1.51,0,5.0
2024-01-11 13:00:00,Mogadishu,13,3,1,181932,29.0,54.7,3.51,0,5.0
2024-01-11 14:00:00,Mogadishu,14,3,1,181932,28.2,64.7,2.76,0,5.17
2024-01-11 15:00:00,Mogadishu,15,3,1,181932,31.9,55.4,3.04,0,5.9
2024-01-11 16:00:00,Mogadishu,16,3,1,181932,30.9,63.6,3.54,0,6.72
2024-01-11 17:00:00,Mogadishu,17,3,1,181932,31.5,61.4,4.1,0,5.0
2024-01-11 18:00:00,Mogadishu,18,3,1,181932,28.9,50.3,2.54,0,5.15
2024-01-11 19:00:00,Mogadishu,19,3,1,181932,31.3,48.7,0.0,0,6.61
2024-01-11 20:00:00,Mogadishu,20,3,1,181932,30.1,54.6,0.0,0,6.96
2024-01-11 21:00:00,Mogadishu,21,3,1,181932,29.1,61.4,0.0,0,6.99
2024-01-11 22:00:00,Mogadishu,22,3,1,181932,31.4,47.2,0.0,0,5.0
2024-01-11 23:00:00,Mogadishu,23,3,1,181932,29.9,49.1,0.0,0,5.0
2024-01-12 00:00:00,Mogadishu,0,4,1,181932,30.9,52.8,0.0,0,5.71
2024-01-12 01:00:00,Mogadishu,1,4,1,181932,33.5,52.6,0.0,0,5.0
2024-01-12 02:00:00,Mogadishu,2,4,1,181932,29.5,62.7,0.0,0,6.17
2024-01-12 03:00:00,Mogadishu,3,4,1,181932,31.8,48.8,0.0,0,6.2
2024-01-12 04:00:00,Mogadishu,4,4,1,181932,32.9,48.0,0.0,0,5.46
2024-01-12 05:00:00,Mogadishu,5,4,1,181932,35.5,47.6,0.0,0,5.0
2024-01-12 06:00:00,Mogadishu,6,4,1,181932,34.0,66.4,2.54,0,5.0
2024-01-12 07:00:00,Mogadishu,7,4,1,181932,27.4,55.9,4.17,0,5.0
2024-01-12 08:00:00,Mogadishu,8,4,1,181932,32.7,59.6,3.58,0,5.0
2024-01-12 09:00:00,Mogadishu,9,4,1,181932,29.6,36.5,2.43,0,6.17
2024-01-12 10:00:00,Mogadishu,10,4,1,181932,28.2,47.2,3.64,0,5.29
2024-01-12 11:00:00,Mogadishu,11,4,1,181932,32.2,43.4,5.56,0,5.0
2024-01-12 12:00:00,Mogadishu,12,4,1,181932,30.9,53.4,1.81,0,5.0
2024-01-12 13:00:00,Mogadishu,13,4,1,181932,30.6,48.5,3.94,0,5.0
2024-01-12 14:00:00,Mogadishu,14,4,1,181932,27.1,40.7,3.61,0,5.0
2024-01-12 15:00:00,Mogadishu,15,4,1,181932,31.3,59.4,2.0,0,5.97
2024-01-12 16:00:00,Mogadishu,16,4,1,181932,26.2,58.0,2.96,0,5.0
2024-01-12 17:00:00,Mogadishu,17,4,1,181932,27.6,45.6,4.62,0,5.86
2024-01-12 18:00:00,Mogadishu,18,4,1,181932,32.4,64.4,3.85,0,5.42
2024-01-12 19:00:00,Mogadishu,19,4,1,181932,30.6,40.3,0.0,0,6.37
2024-01-12 20:00:00,Mogadishu,20,4,1,181932,33.5,48.4,0.0,0,7.33
2024-01-12 21:00:00,Mogadishu,21,4,1,181932,30.7,41.1,0.0,0,5.0
2024-01-12 22:00:00,Mogadishu,22,4,1,181932,32.8,60.5,0.0,0,5.59
2024-01-12 23:00:00,Mogadishu,23,4,1,181932,29.8,57.1,0.0,0,6.35
2024-01-13 00:00:00,Mogadishu,0,5,1,181932,34.2,70.2,0.0,0,5.81
2024-01-13 01:00:00,Mogadishu,1,5,1,181932,30.1,56.5,0.0,0,6.02
2024-01-13 02:00:00,Mogadishu,2,5,1,181932,31.8,68.1,0.0,0,7.44
2024-01-13 03:00:00,Mogadishu,3,5,1,181932,30.0,76.6,0.0,0,6.62
2024-01-13 04:00:00,Mogadishu,4,5,1,181932,30.2,70.0,0.0,0,7.08
2024-01-13 05:00:00,Mogadishu,5,5,1,181932,29.3,72.3,0.0,0,6.54
2024-01-13 06:00:00,Mogadishu,6,5,1,181932,36.4,50.8,2.65,0,5.0
